LC_File_Path	Period	Chi-square	Date	freq	PErr
/home/iist/aniket_data/hxmt_raw_data/decompressed_data//P0504196/P0504196022/pipeline_output/P050419602207_LE_lcnet_2-10keV_0.05s.lc	9.79234	2146	20180	102.1137547	1.82483E-05
/home/iist/aniket_data/hxmt_raw_data/decompressed_data//P0504196/P0504196022/pipeline_output/P050419602208_LE_lcnet_2-10keV_0.05s.lc	9.7925	5660	20180	102.1137547	9.94987E-06
/home/iist/aniket_data/hxmt_raw_data/decompressed_data//P0504196/P0504196022/pipeline_output/P050419602209_LE_lcnet_2-10keV_0.05s.lc	9.7926	521.1	20180	102.124183	0.000220914
/home/iist/aniket_data/hxmt_raw_data/decompressed_data//P0504196/P0504196022/pipeline_output/P050419602210_LE_lcnet_2-10keV_0.05s.lc	9.79249	845.3	20181	102.124183	0.000138698
/home/iist/aniket_data/hxmt_raw_data/decompressed_data//P0504196/P0504196022/pipeline_output/P050419602211_LE_lcnet_2-10keV_0.05s.lc	9.79241	1477	20181	102.1137547	0.000102842
/home/iist/aniket_data/hxmt_raw_data/decompressed_data//P0504279/P0504279001/pipeline_output/P050427900101_LE_lcnet_2-10keV_0.05s.lc	9.79236	10730	20152	102.0929045	3.35529E-05
/home/iist/aniket_data/hxmt_raw_data/decompressed_data//P0504279/P0504279001/pipeline_output/P050427900102_LE_lcnet_2-10keV_0.05s.lc	9.79252	10470	20152	102.0929045	0.00004755
/home/iist/aniket_data/hxmt_raw_data/decompressed_data//P0504279/P0504279001/pipeline_output/P050427900103_LE_lcnet_2-10keV_0.05s.lc	9.79506	15840	20153	102.0929045	3.97391E-05
/home/iist/aniket_data/hxmt_raw_data/decompressed_data//P0504279/P0504279001/pipeline_output/P050427900104_LE_lcnet_2-10keV_0.05s.lc	9.79503	12000	20153	102.0929045	3.26497E-05
/home/iist/aniket_data/hxmt_raw_data/decompressed_data//P0504279/P0504279002/pipeline_output/P050427900201_LE_lcnet_2-10keV_0.05s.lc	9.79499	2679	20163	102.1137547	0
/home/iist/aniket_data/hxmt_raw_data/decompressed_data//P0504279/P0504279002/pipeline_output/P050427900202_LE_lcnet_2-10keV_0.05s.lc	9.79502	1901	20164	102.1137547	0
/home/iist/aniket_data/hxmt_raw_data/decompressed_data//P0504279/P0504279002/pipeline_output/P050427900203_LE_lcnet_2-10keV_0.05s.lc	9.751	731.3	20164	102.5535842	0
